Area Code,Date,Market,Market Size,Product,Product Line,Product Type,State,Type,1,Cogs,Difference Between Actual And Target Profit,Inventory,Ji Lu Shu,Margin,Marketing,Profit,Sales,Target Cogs,Target Margin,Target Profit,Target Sales,Total Expenses,Zero
712,11/1/2012 12:00:00 AM,Central,Small Market,Decaf Espresso,Beans,Espresso,Iowa,Decaf,1,0,-9,387,1,43,0,31,43,0,50,40,50,12,0
505,11/1/2012 12:00:00 AM,South,Small Market,Decaf Irish Cream,Beans,Coffee,New Mexico,Decaf,1,82,-18,1804,1,40,25,-8,122,90,50,10,140,48,0
515,11/1/2012 12:00:00 AM,Central,Small Market,Caffe Mocha,Beans,Espresso,Iowa,Regular,1,22,-24,802,1,34,6,16,56,20,50,40,70,18,0
505,11/1/2012 12:00:00 AM,South,Small Market,Caffe Mocha,Beans,Espresso,New Mexico,Regular,1,44,-7,325,1,62,40,-7,106,30,50,0,80,69,0
775,11/1/2012 12:00:00 AM,West,Small Market,Colombian,Beans,Coffee,Nevada,Regular,1,33,-14,243,1,41,12,-4,74,30,50,10,80,45,0
573,11/1/2012 12:00:00 AM,Central,Small Market,Chamomile,Leaves,Herbal Tea,Missouri,Decaf,1,44,-8,325,1,62,40,-8,106,40,50,0,90,70,0
262,11/1/2012 12:00:00 AM,Central,Small Market,Lemon,Leaves,Herbal Tea,Wisconsin,Decaf,1,31,-13,856,1,47,8,27,78,20,50,40,70,20,0
475,11/1/2012 12:00:00 AM,East,Small Market,Mint,Leaves,Herbal Tea,Connecticut,Decaf,1,69,8,1060,1,81,21,38,150,50,50,30,100,43,0
262,11/1/2012 12:00:00 AM,Central,Small Market,Darjeeling,Leaves,Tea,Wisconsin,Regular,1,49,13,454,1,71,15,33,120,40,50,20,90,38,0
206,11/1/2012 12:00:00 AM,West,Small Market,Earl Grey,Leaves,Tea,Washington,Regular,1,49,4,454,1,71,15,34,120,30,50,30,80,37,0
970,12/1/2012 12:00:00 AM,Central,Major Market,Colombian,Beans,Coffee,Colorado,Regular,1,43,-1,531,1,56,14,29,99,40,50,30,90,27,0
614,12/1/2012 12:00:00 AM,Central,Major Market,Colombian,Beans,Coffee,Ohio,Regular,1,41,4,435,1,60,13,24,101,40,50,20,90,36,0
339,12/1/2012 12:00:00 AM,East,Major Market,Caffe Mocha,Beans,Espresso,Massachusetts,Regular,1,47,-10,571,1,52,42,-20,99,40,50,-10,90,72,0
773,12/1/2012 12:00:00 AM,Central,Major Market,Lemon,Leaves,Herbal Tea,Illinois,Decaf,1,43,-1,531,1,56,14,29,99,40,50,30,90,27,0
805,12/1/2012 12:00:00 AM,West,Major Market,Mint,Leaves,Herbal Tea,California,Decaf,1,43,-1,531,1,56,14,29,99,40,50,30,90,27,0
303,12/1/2012 12:00:00 AM,Central,Major Market,Darjeeling,Leaves,Tea,Colorado,Regular,1,46,-4,422,1,57,17,6,103,30,50,10,80,51,0
303,12/1/2012 12:00:00 AM,Central,Major Market,Earl Grey,Leaves,Tea,Colorado,Regular,1,53,6,1054,1,63,16,26,116,40,50,20,90,37,0
617,12/1/2012 12:00:00 AM,East,Major Market,Darjeeling,Leaves,Tea,Massachusetts,Regular,1,33,-11,870,1,49,9,29,82,30,50,40,80,20,0
863,12/1/2012 12:00:00 AM,East,Major Market,Green Tea,Leaves,Tea,Florida,Regular,1,34,-10,863,1,51,9,30,85,30,50,40,80,21,0
641,12/1/2012 12:00:00 AM,Central,Small Market,Decaf Espresso,Beans,Espresso,Iowa,Decaf,1,0,-8,344,1,43,0,32,43,0,50,40,50,11,0
225,12/1/2012 12:00:00 AM,South,Small Market,Decaf Espresso,Beans,Espresso,Louisiana,Decaf,1,43,7,466,1,63,13,27,106,30,50,20,80,36,0
702,12/1/2012 12:00:00 AM,West,Small Market,Decaf Irish Cream,Beans,Coffee,Nevada,Decaf,1,31,-22,1009,1,38,9,8,69,30,50,30,80,30,0
515,12/1/2012 12:00:00 AM,Central,Small Market,Caffe Mocha,Beans,Espresso,Iowa,Regular,1,23,-23,807,1,35,6,17,58,20,50,40,70,18,0
985,12/1/2012 12:00:00 AM,South,Small Market,Caffe Mocha,Beans,Espresso,Louisiana,Regular,1,41,11,320,1,66,12,31,107,30,50,20,80,35,0
971,12/1/2012 12:00:00 AM,West,Small Market,Caffe Latte,Beans,Espresso,Oregon,Regular,1,46,-4,422,1,57,17,6,103,40,50,10,90,51,0
262,12/1/2012 12:00:00 AM,Central,Small Market,Darjeeling,Leaves,Tea,Wisconsin,Regular,1,43,8,466,1,63,13,28,106,30,50,20,80,35,0
959,12/1/2012 12:00:00 AM,East,Small Market,Green Tea,Leaves,Tea,Connecticut,Regular,1,33,-12,818,1,49,9,28,82,30,50,40,80,21,0
435,12/1/2012 12:00:00 AM,West,Small Market,Darjeeling,Leaves,Tea,Utah,Regular,1,49,-4,335,1,69,44,-4,118,30,50,0,80,73,0
360,12/1/2012 12:00:00 AM,West,Small Market,Green Tea,Leaves,Tea,Washington,Regular,1,55,7,627,1,76,49,-3,131,40,50,-10,90,79,0
303,10/1/2013 12:00:00 AM,Central,Major Market,Colombian,Beans,Coffee,Colorado,Regular,1,39,-10,541,1,51,12,40,96,30,50,50,80,24,0
904,10/1/2013 12:00:00 AM,East,Major Market,Mint,Leaves,Herbal Tea,Florida,Decaf,1,80,31,1055,1,94,24,71,185,40,50,40,90,46,0
720,10/1/2013 12:00:00 AM,Central,Major Market,Darjeeling,Leaves,Tea,Colorado,Regular,1,54,-11,404,1,66,20,19,128,30,50,30,80,53,0
970,10/1/2013 12:00:00 AM,Central,Major Market,Earl Grey,Leaves,Tea,Colorado,Regular,1,54,0,1037,1,64,16,40,126,30,50,40,80,37,0
978,10/1/2013 12:00:00 AM,East,Major Market,Darjeeling,Leaves,Tea,Massachusetts,Regular,1,27,-20,859,1,39,7,30,70,20,50,50,70,19,0
626,10/1/2013 12:00:00 AM,West,Major Market,Earl Grey,Leaves,Tea,California,Regular,1,76,67,580,1,111,21,117,199,30,50,50,80,32,0
262,10/1/2013 12:00:00 AM,Central,Small Market,Decaf Espresso,Beans,Espresso,Wisconsin,Decaf,1,22,-35,573,1,29,7,15,54,20,50,50,70,19,0
641,10/1/2013 12:00:00 AM,Central,Small Market,Caffe Mocha,Beans,Espresso,Iowa,Regular,1,23,-23,800,1,35,6,27,62,20,50,50,70,17,0
203,10/1/2013 12:00:00 AM,East,Small Market,Lemon,Leaves,Herbal Tea,Connecticut,Decaf,1,79,20,593,1,98,30,50,189,40,50,30,90,64,0
203,10/1/2013 12:00:00 AM,East,Small Market,Mint,Leaves,Herbal Tea,Connecticut,Decaf,1,65,2,1053,1,77,20,52,151,30,50,50,80,42,0
262,10/1/2013 12:00:00 AM,Central,Small Market,Darjeeling,Leaves,Tea,Wisconsin,Regular,1,46,5,449,1,67,14,45,120,20,50,40,70,37,0
262,10/1/2013 12:00:00 AM,Central,Small Market,Earl Grey,Leaves,Tea,Wisconsin,Regular,1,60,0,606,1,84,54,0,153,40,50,0,90,84,0
425,10/1/2013 12:00:00 AM,West,Small Market,Darjeeling,Leaves,Tea,Washington,Regular,1,60,45,329,1,99,18,85,169,20,50,40,70,42,0
312,11/1/2013 12:00:00 AM,Central,Major Market,Lemon,Leaves,Herbal Tea,Illinois,Decaf,1,40,10,536,1,52,13,40,98,30,50,30,80,25,0
419,11/1/2013 12:00:00 AM,Central,Major Market,Lemon,Leaves,Herbal Tea,Ohio,Decaf,1,36,5,862,1,52,10,45,94,30,50,40,80,22,0
857,11/1/2013 12:00:00 AM,East,Major Market,Lemon,Leaves,Herbal Tea,Massachusetts,Decaf,1,55,2,410,1,69,20,22,132,40,50,20,90,54,0
323,11/1/2013 12:00:00 AM,West,Major Market,Mint,Leaves,Herbal Tea,California,Decaf,1,40,10,536,1,52,13,40,98,30,50,30,80,25,0
352,11/1/2013 12:00:00 AM,East,Major Market,Darjeeling,Leaves,Tea,Florida,Regular,1,28,-6,875,1,42,7,34,75,20,50,40,70,19,0
904,11/1/2013 12:00:00 AM,East,Major Market,Green Tea,Leaves,Tea,Florida,Regular,1,31,2,856,1,47,8,42,83,30,50,40,80,19,0
978,11/1/2013 12:00:00 AM,East,Major Market,Green Tea,Leaves,Tea,Massachusetts,Regular,1,32,3,482,1,48,8,43,85,30,50,40,80,19,0
760,11/1/2013 12:00:00 AM,West,Major Market,Earl Grey,Leaves,Tea,California,Regular,1,50,30,589,1,73,14,70,131,30,50,40,80,26,0
515,11/1/2013 12:00:00 AM,Central,Small Market,Decaf Espresso,Beans,Espresso,Iowa,Decaf,1,0,6,387,1,43,0,46,46,0,50,40,50,12,0
505,11/1/2013 12:00:00 AM,South,Small Market,Decaf Irish Cream,Beans,Coffee,New Mexico,Decaf,1,82,-22,1804,1,40,25,-12,130,90,50,10,140,48,0
515,11/1/2013 12:00:00 AM,Central,Small Market,Caffe Mocha,Beans,Espresso,Iowa,Regular,1,22,-16,802,1,34,6,24,60,20,50,40,70,18,0
505,11/1/2013 12:00:00 AM,South,Small Market,Caffe Mocha,Beans,Espresso,New Mexico,Regular,1,44,-10,325,1,62,40,-10,113,30,50,0,80,69,0
775,11/1/2013 12:00:00 AM,West,Small Market,Colombian,Beans,Coffee,Nevada,Regular,1,33,-16,243,1,41,12,-6,79,30,50,10,80,45,0
314,11/1/2013 12:00:00 AM,Central,Small Market,Chamomile,Leaves,Herbal Tea,Missouri,Decaf,1,44,-12,325,1,62,40,-12,113,40,50,0,90,70,0
715,11/1/2013 12:00:00 AM,Central,Small Market,Lemon,Leaves,Herbal Tea,Wisconsin,Decaf,1,31,0,856,1,47,8,40,83,20,50,40,70,20,0
959,11/1/2013 12:00:00 AM,East,Small Market,Mint,Leaves,Herbal Tea,Connecticut,Decaf,1,69,26,1060,1,81,21,56,160,50,50,30,100,43,0
715,11/1/2013 12:00:00 AM,Central,Small Market,Darjeeling,Leaves,Tea,Wisconsin,Regular,1,49,29,454,1,71,15,49,128,40,50,20,90,38,0
206,11/1/2013 12:00:00 AM,West,Small Market,Earl Grey,Leaves,Tea,Washington,Regular,1,49,20,454,1,71,15,50,128,30,50,30,80,37,0
970,12/1/2013 12:00:00 AM,Central,Major Market,Colombian,Beans,Coffee,Colorado,Regular,1,43,13,531,1,56,14,43,106,40,50,30,90,27,0
330,12/1/2013 12:00:00 AM,Central,Major Market,Colombian,Beans,Coffee,Ohio,Regular,1,41,16,435,1,60,13,36,108,40,50,20,90,36,0
978,12/1/2013 12:00:00 AM,East,Major Market,Caffe Mocha,Beans,Espresso,Massachusetts,Regular,1,47,-20,571,1,52,42,-30,106,40,50,-10,90,72,0
312,12/1/2013 12:00:00 AM,Central,Major Market,Lemon,Leaves,Herbal Tea,Illinois,Decaf,1,43,13,531,1,56,14,43,106,40,50,30,90,27,0
323,12/1/2013 12:00:00 AM,West,Major Market,Mint,Leaves,Herbal Tea,California,Decaf,1,43,13,531,1,56,14,43,106,40,50,30,90,27,0
303,12/1/2013 12:00:00 AM,Central,Major Market,Darjeeling,Leaves,Tea,Colorado,Regular,1,46,-1,422,1,57,17,9,110,30,50,10,80,51,0
970,12/1/2013 12:00:00 AM,Central,Major Market,Earl Grey,Leaves,Tea,Colorado,Regular,1,53,19,1054,1,63,16,39,124,40,50,20,90,37,0
978,12/1/2013 12:00:00 AM,East,Major Market,Darjeeling,Leaves,Tea,Massachusetts,Regular,1,33,3,870,1,49,9,43,87,30,50,40,80,20,0
321,12/1/2013 12:00:00 AM,East,Major Market,Green Tea,Leaves,Tea,Florida,Regular,1,34,5,863,1,51,9,45,91,30,50,40,80,21,0
563,12/1/2013 12:00:00 AM,Central,Small Market,Decaf Espresso,Beans,Espresso,Iowa,Decaf,1,0,7,344,1,43,0,47,46,0,50,40,50,11,0
318,12/1/2013 12:00:00 AM,South,Small Market,Decaf Espresso,Beans,Espresso,Louisiana,Decaf,1,43,20,466,1,63,13,40,113,30,50,20,80,36,0
775,12/1/2013 12:00:00 AM,West,Small Market,Decaf Irish Cream,Beans,Coffee,Nevada,Decaf,1,31,-18,1009,1,38,9,12,74,30,50,30,80,30,0
515,12/1/2013 12:00:00 AM,Central,Small Market,Caffe Mocha,Beans,Espresso,Iowa,Regular,1,23,-15,807,1,35,6,25,62,20,50,40,70,18,0
225,12/1/2013 12:00:00 AM,South,Small Market,Caffe Mocha,Beans,Espresso,Louisiana,Regular,1,41,26,320,1,66,12,46,114,30,50,20,80,35,0
971,12/1/2013 12:00:00 AM,West,Small Market,Caffe Latte,Beans,Espresso,Oregon,Regular,1,46,-1,422,1,57,17,9,110,40,50,10,90,51,0
262,12/1/2013 12:00:00 AM,Central,Small Market,Darjeeling,Leaves,Tea,Wisconsin,Regular,1,43,22,466,1,63,13,42,113,30,50,20,80,35,0
959,12/1/2013 12:00:00 AM,East,Small Market,Green Tea,Leaves,Tea,Connecticut,Regular,1,33,2,818,1,49,9,42,87,30,50,40,80,21,0
435,12/1/2013 12:00:00 AM,West,Small Market,Darjeeling,Leaves,Tea,Utah,Regular,1,49,-6,335,1,69,44,-6,126,30,50,0,80,73,0
509,12/1/2013 12:00:00 AM,West,Small Market,Green Tea,Leaves,Tea,Washington,Regular,1,55,6,627,1,76,49,-4,140,40,50,-10,90,79,0
630,10/1/2012 12:00:00 AM,Central,Major Market,Lemon,Leaves,Herbal Tea,Illinois,Decaf,1,39,-13,541,1,51,12,27,90,20,40,40,60,24,0
209,10/1/2012 12:00:00 AM,West,Major Market,Mint,Leaves,Herbal Tea,California,Decaf,1,39,-14,541,1,51,12,26,90,20,40,40,60,25,0
505,10/1/2012 12:00:00 AM,South,Small Market,Decaf Irish Cream,Beans,Coffee,New Mexico,Decaf,1,86,-36,1698,1,23,26,-26,109,110,40,10,150,49,0
318,10/1/2012 12:00:00 AM,South,Small Market,Decaf Espresso,Beans,Espresso,Louisiana,Decaf,1,46,-10,449,1,67,14,30,113,20,40,40,60,37,0
515,10/1/2012 12:00:00 AM,Central,Small Market,Colombian,Beans,Coffee,Iowa,Regular,1,31,-23,1000,1,37,9,7,68,20,40,30,60,30,0
505,10/1/2012 12:00:00 AM,South,Small Market,Caffe Mocha,Beans,Espresso,New Mexico,Regular,1,45,-16,320,1,64,41,-6,109,20,40,10,60,70,0
801,10/1/2012 12:00:00 AM,West,Small Market,Caffe Latte,Beans,Espresso,Utah,Regular,1,32,-12,833,1,47,8,28,79,20,40,40,60,19,0
505,10/1/2012 12:00:00 AM,South,Small Market,Lemon,Leaves,Herbal Tea,New Mexico,Decaf,1,31,-24,1000,1,37,9,6,68,10,40,30,50,31,0
636,10/1/2012 12:00:00 AM,Central,Small Market,Darjeeling,Leaves,Tea,Missouri,Regular,1,39,-17,244,1,53,12,13,92,20,40,30,60,40,0
959,10/1/2012 12:00:00 AM,East,Small Market,Green Tea,Leaves,Tea,Connecticut,Regular,1,24,-22,806,1,36,6,18,60,20,40,40,60,18,0
603,10/1/2012 12:00:00 AM,East,Small Market,Green Tea,Leaves,Tea,New Hampshire,Regular,1,0,-8,430,1,43,0,32,43,0,40,40,40,11,0
801,10/1/2012 12:00:00 AM,West,Small Market,Darjeeling,Leaves,Tea,Utah,Regular,1,45,-26,320,1,64,41,-6,109,10,40,20,50,70,0
206,10/1/2012 12:00:00 AM,West,Small Market,Green Tea,Leaves,Tea,Washington,Regular,1,60,-10,606,1,84,54,0,144,20,40,10,60,84,0
937,11/1/2012 12:00:00 AM,Central,Major Market,Chamomile,Leaves,Herbal Tea,Ohio,Decaf,1,32,-1,482,1,48,8,29,80,30,40,30,70,19,0
407,11/1/2012 12:00:00 AM,East,Major Market,Lemon,Leaves,Herbal Tea,Florida,Decaf,1,54,3,391,1,67,20,13,121,40,40,10,80,54,0
715,11/1/2012 12:00:00 AM,Central,Small Market,Decaf Espresso,Beans,Espresso,Wisconsin,Decaf,1,22,-19,570,1,30,7,11,52,20,40,30,60,19,0
505,11/1/2012 12:00:00 AM,South,Small Market,Decaf Espresso,Beans,Espresso,New Mexico,Decaf,1,35,-12,248,1,47,11,8,82,20,40,20,60,39,0
775,11/1/2012 12:00:00 AM,West,Small Market,Decaf Irish Cream,Beans,Coffee,Nevada,Decaf,1,29,-15,1003,1,35,8,5,64,30,40,20,70,30,0
563,11/1/2012 12:00:00 AM,Central,Small Market,Colombian,Beans,Coffee,Iowa,Regular,1,29,-15,1003,1,35,8,5,64,20,40,20,60,30,0
603,11/1/2012 12:00:00 AM,East,Small Market,Regular Espresso,Beans,Espresso,New Hampshire,Regular,1,34,-3,211,1,42,12,-3,76,30,40,0,70,45,0
918,11/1/2012 12:00:00 AM,South,Small Market,Caffe Mocha,Beans,Espresso,Oklahoma,Regular,1,32,-1,482,1,48,8,29,80,20,40,30,60,19,0
775,11/1/2012 12:00:00 AM,West,Small Market,Caffe Latte,Beans,Espresso,Nevada,Regular,1,0,1,387,1,43,0,31,43,0,40,30,40,12,0
435,11/1/2012 12:00:00 AM,West,Small Market,Caffe Latte,Beans,Espresso,Utah,Regular,1,33,-3,836,1,48,9,27,81,30,40,30,70,21,0
573,11/1/2012 12:00:00 AM,Central,Small Market,Lemon,Leaves,Herbal Tea,Missouri,Decaf,1,82,-9,1804,1,40,25,-9,122,70,40,0,110,49,0
801,11/1/2012 12:00:00 AM,West,Small Market,Mint,Leaves,Herbal Tea,Utah,Decaf,1,82,-8,1804,1,40,25,-8,122,70,40,0,110,48,0
417,11/1/2012 12:00:00 AM,Central,Small Market,Darjeeling,Leaves,Tea,Missouri,Regular,1,35,-1,248,1,47,11,9,82,20,40,10,60,38,0
636,11/1/2012 12:00:00 AM,Central,Small Market,Earl Grey,Leaves,Tea,Missouri,Regular,1,34,-3,211,1,42,12,-3,76,20,40,0,60,45,0
314,11/1/2012 12:00:00 AM,Central,Small Market,Green Tea,Leaves,Tea,Missouri,Regular,1,33,-4,243,1,41,12,-4,74,20,40,0,60,45,0
603,11/1/2012 12:00:00 AM,East,Small Market,Green Tea,Leaves,Tea,New Hampshire,Regular,1,0,2,387,1,43,0,32,43,0,40,30,40,11,0
435,11/1/2012 12:00:00 AM,West,Small Market,Darjeeling,Leaves,Tea,Utah,Regular,1,44,3,325,1,62,40,-7,106,30,40,-10,70,69,0
937,12/1/2012 12:00:00 AM,Central,Major Market,Chamomile,Leaves,Herbal Tea,Ohio,Decaf,1,29,-5,490,1,44,8,25,73,20,40,30,60,19,0
330,12/1/2012 12:00:00 AM,Central,Major Market,Lemon,Leaves,Herbal Tea,Ohio,Decaf,1,33,-1,870,1,49,9,29,82,30,40,30,70,20,0
508,12/1/2012 12:00:00 AM,East,Major Market,Lemon,Leaves,Herbal Tea,Massachusetts,Decaf,1,46,-3,422,1,57,17,7,103,30,40,10,70,50,0
813,12/1/2012 12:00:00 AM,East,Major Market,Darjeeling,Leaves,Tea,Florida,Regular,1,30,-4,882,1,45,8,26,75,30,40,30,70,19,0
857,12/1/2012 12:00:00 AM,East,Major Market,Green Tea,Leaves,Tea,Massachusetts,Regular,1,29,-5,490,1,44,8,25,73,30,40,30,70,19,0
262,12/1/2012 12:00:00 AM,Central,Small Market,Decaf Espresso,Beans,Espresso,Wisconsin,Decaf,1,24,-17,567,1,32,7,13,56,30,40,30,70,19,0
702,12/1/2012 12:00:00 AM,West,Small Market,Caffe Latte,Beans,Espresso,Nevada,Regular,1,0,1,344,1,43,0,31,43,0,40,30,40,12,0
435,12/1/2012 12:00:00 AM,West,Small Market,Caffe Latte,Beans,Espresso,Utah,Regular,1,31,-4,844,1,46,8,26,77,30,40,30,70,20,0
715,12/1/2012 12:00:00 AM,Central,Small Market,Lemon,Leaves,Herbal Tea,Wisconsin,Decaf,1,34,0,863,1,51,9,30,85,30,40,30,70,21,0
603,12/1/2012 12:00:00 AM,East,Small Market,Lemon,Leaves,Herbal Tea,New Hampshire,Decaf,1,39,-8,250,1,49,14,2,88,20,40,10,60,47,0
505,12/1/2012 12:00:00 AM,South,Small Market,Lemon,Leaves,Herbal Tea,New Mexico,Decaf,1,31,-13,1009,1,38,9,7,69,20,40,20,60,31,0
573,12/1/2012 12:00:00 AM,Central,Small Market,Darjeeling,Leaves,Tea,Missouri,Regular,1,38,1,256,1,51,12,11,89,30,40,10,70,40,0
636,12/1/2012 12:00:00 AM,Central,Small Market,Green Tea,Leaves,Tea,Missouri,Regular,1,39,2,250,1,49,14,2,88,30,40,0,70,47,0
603,12/1/2012 12:00:00 AM,East,Small Market,Green Tea,Leaves,Tea,New Hampshire,Regular,1,0,2,344,1,43,0,32,43,0,40,30,40,11,0
509,12/1/2012 12:00:00 AM,West,Small Market,Darjeeling,Leaves,Tea,Washington,Regular,1,41,10,320,1,66,12,30,107,30,40,20,70,36,0
801,12/1/2012 12:00:00 AM,West,Small Market,Earl Grey,Leaves,Tea,Utah,Regular,1,38,2,256,1,51,12,12,89,20,40,10,60,39,0
509,12/1/2012 12:00:00 AM,West,Small Market,Earl Grey,Leaves,Tea,Washington,Regular,1,43,8,466,1,63,13,28,106,30,40,20,70,35,0
312,10/1/2013 12:00:00 AM,Central,Major Market,Lemon,Leaves,Herbal Tea,Illinois,Decaf,1,39,0,541,1,51,12,40,96,20,40,40,60,24,0
530,10/1/2013 12:00:00 AM,West,Major Market,Mint,Leaves,Herbal Tea,California,Decaf,1,39,-1,541,1,51,12,39,96,20,40,40,60,25,0
505,10/1/2013 12:00:00 AM,South,Small Market,Decaf Irish Cream,Beans,Coffee,New Mexico,Decaf,1,86,-49,1698,1,23,26,-39,116,110,40,10,150,49,0
318,10/1/2013 12:00:00 AM,South,Small Market,Decaf Espresso,Beans,Espresso,Louisiana,Decaf,1,46,5,449,1,67,14,45,120,20,40,40,60,37,0
515,10/1/2013 12:00:00 AM,Central,Small Market,Colombian,Beans,Coffee,Iowa,Regular,1,31,-20,1000,1,37,9,10,72,20,40,30,60,30,0
505,10/1/2013 12:00:00 AM,South,Small Market,Caffe Mocha,Beans,Espresso,New Mexico,Regular,1,45,-19,320,1,64,41,-9,116,20,40,10,60,70,0
435,10/1/2013 12:00:00 AM,West,Small Market,Caffe Latte,Beans,Espresso,Utah,Regular,1,32,2,833,1,47,8,42,84,20,40,40,60,19,0
505,10/1/2013 12:00:00 AM,South,Small Market,Lemon,Leaves,Herbal Tea,New Mexico,Decaf,1,31,-21,1000,1,37,9,9,72,10,40,30,50,31,0
314,10/1/2013 12:00:00 AM,Central,Small Market,Darjeeling,Leaves,Tea,Missouri,Regular,1,39,-11,244,1,53,12,19,98,20,40,30,60,40,0
203,10/1/2013 12:00:00 AM,East,Small Market,Green Tea,Leaves,Tea,Connecticut,Regular,1,24,-13,806,1,36,6,27,64,20,40,40,60,18,0
603,10/1/2013 12:00:00 AM,East,Small Market,Green Tea,Leaves,Tea,New Hampshire,Regular,1,0,7,430,1,43,0,47,46,0,40,40,40,11,0
435,10/1/2013 12:00:00 AM,West,Small Market,Darjeeling,Leaves,Tea,Utah,Regular,1,45,-29,320,1,64,41,-9,116,10,40,20,50,70,0
206,10/1/2013 12:00:00 AM,West,Small Market,Green Tea,Leaves,Tea,Washington,Regular,1,60,-10,606,1,84,54,0,153,20,40,10,60,84,0
440,11/1/2013 12:00:00 AM,Central,Major Market,Chamomile,Leaves,Herbal Tea,Ohio,Decaf,1,32,13,482,1,48,8,43,85,30,40,30,70,19,0
561,11/1/2013 12:00:00 AM,East,Major Market,Lemon,Leaves,Herbal Tea,Florida,Decaf,1,54,9,391,1,67,20,19,129,40,40,10,80,54,0
920,11/1/2013 12:00:00 AM,Central,Small Market,Decaf Espresso,Beans,Espresso,Wisconsin,Decaf,1,22,-14,570,1,30,7,16,55,20,40,30,60,19,0
505,11/1/2013 12:00:00 AM,South,Small Market,Decaf Espresso,Beans,Espresso,New Mexico,Decaf,1,35,-8,248,1,47,11,12,87,20,40,20,60,39,0
702,11/1/2013 12:00:00 AM,West,Small Market,Decaf Irish Cream,Beans,Coffee,Nevada,Decaf,1,29,-13,1003,1,35,8,7,68,30,40,20,70,30,0
515,11/1/2013 12:00:00 AM,Central,Small Market,Colombian,Beans,Coffee,Iowa,Regular,1,29,-13,1003,1,35,8,7,68,20,40,20,60,30,0
603,11/1/2013 12:00:00 AM,East,Small Market,Regular Espresso,Beans,Espresso,New Hampshire,Regular,1,34,-4,211,1,42,12,-4,81,30,40,0,70,45,0
580,11/1/2013 12:00:00 AM,South,Small Market,Caffe Mocha,Beans,Espresso,Oklahoma,Regular,1,32,13,482,1,48,8,43,85,20,40,30,60,19,0
775,11/1/2013 12:00:00 AM,West,Small Market,Caffe Latte,Beans,Espresso,Nevada,Regular,1,0,16,387,1,43,0,46,46,0,40,30,40,12,0
435,11/1/2013 12:00:00 AM,West,Small Market,Caffe Latte,Beans,Espresso,Utah,Regular,1,33,10,836,1,48,9,40,86,30,40,30,70,21,0
314,11/1/2013 12:00:00 AM,Central,Small Market,Lemon,Leaves,Herbal Tea,Missouri,Decaf,1,82,-13,1804,1,40,25,-13,130,70,40,0,110,49,0
435,11/1/2013 12:00:00 AM,West,Small Market,Mint,Leaves,Herbal Tea,Utah,Decaf,1,82,-12,1804,1,40,25,-12,130,70,40,0,110,48,0
636,11/1/2013 12:00:00 AM,Central,Small Market,Darjeeling,Leaves,Tea,Missouri,Regular,1,35,3,248,1,47,11,13,87,20,40,10,60,38,0
573,11/1/2013 12:00:00 AM,Central,Small Market,Earl Grey,Leaves,Tea,Missouri,Regular,1,34,-4,211,1,42,12,-4,81,20,40,0,60,45,0
314,11/1/2013 12:00:00 AM,Central,Small Market,Green Tea,Leaves,Tea,Missouri,Regular,1,33,-6,243,1,41,12,-6,79,20,40,0,60,45,0
603,11/1/2013 12:00:00 AM,East,Small Market,Green Tea,Leaves,Tea,New Hampshire,Regular,1,0,17,387,1,43,0,47,46,0,40,30,40,11,0
435,11/1/2013 12:00:00 AM,West,Small Market,Darjeeling,Leaves,Tea,Utah,Regular,1,44,0,325,1,62,40,-10,113,30,40,-10,70,69,0
614,12/1/2013 12:00:00 AM,Central,Major Market,Chamomile,Leaves,Herbal Tea,Ohio,Decaf,1,29,7,490,1,44,8,37,78,20,40,30,60,19,0
440,12/1/2013 12:00:00 AM,Central,Major Market,Lemon,Leaves,Herbal Tea,Ohio,Decaf,1,33,13,870,1,49,9,43,87,30,40,30,70,20,0
774,12/1/2013 12:00:00 AM,East,Major Market,Lemon,Leaves,Herbal Tea,Massachusetts,Decaf,1,46,0,422,1,57,17,10,110,30,40,10,70,50,0
321,12/1/2013 12:00:00 AM,East,Major Market,Darjeeling,Leaves,Tea,Florida,Regular,1,30,9,882,1,45,8,39,80,30,40,30,70,19,0
774,12/1/2013 12:00:00 AM,East,Major Market,Green Tea,Leaves,Tea,Massachusetts,Regular,1,29,7,490,1,44,8,37,78,30,40,30,70,19,0
608,12/1/2013 12:00:00 AM,Central,Small Market,Decaf Espresso,Beans,Espresso,Wisconsin,Decaf,1,24,-11,567,1,32,7,19,60,30,40,30,70,19,0
775,12/1/2013 12:00:00 AM,West,Small Market,Caffe Latte,Beans,Espresso,Nevada,Regular,1,0,16,344,1,43,0,46,46,0,40,30,40,12,0
435,12/1/2013 12:00:00 AM,West,Small Market,Caffe Latte,Beans,Espresso,Utah,Regular,1,31,9,844,1,46,8,39,82,30,40,30,70,20,0
715,12/1/2013 12:00:00 AM,Central,Small Market,Lemon,Leaves,Herbal Tea,Wisconsin,Decaf,1,34,15,863,1,51,9,45,91,30,40,30,70,21,0
603,12/1/2013 12:00:00 AM,East,Small Market,Lemon,Leaves,Herbal Tea,New Hampshire,Decaf,1,39,-7,250,1,49,14,3,94,20,40,10,60,47,0
505,12/1/2013 12:00:00 AM,South,Small Market,Lemon,Leaves,Herbal Tea,New Mexico,Decaf,1,31,-10,1009,1,38,9,10,74,20,40,20,60,31,0
